plot,block,rate,PD,stage,diameter,height,who
101E,1,1.5,Early,,0.5,20.3,Laurel 
101E,1,1.5,Early,,0.6,22.9,Laurel 
101E,1,1.5,Early,57,1.1,31.8,Laurel 
101E,1,1.5,Early,49,1.7,40.6,Laurel 
101E,1,1.5,Early,47,1.2,45.7,Laurel 
101E,1,1.5,Early,57,1,48.3,Laurel 
101E,1,1.5,Early,57,1.3,48.3,Laurel 
101E,1,1.5,Early,59,1.2,50.8,Laurel 
101E,1,1.5,Early,55,1.4,50.8,Laurel 
101E,1,1.5,Early,49,2.1,50.8,Laurel 
101E,1,1.5,Early,55,1.7,53.3,Laurel 
101E,1,1.5,Early,55,2,53.3,Laurel 
101E,1,1.5,Early,59,1.4,61,Laurel 
101E,1,1.5,Early,57,2,61,Laurel 
101E,1,1.5,Early,59,2.8,61,Laurel 
101E,1,1.5,Early,57,2.2,63.5,Laurel 
101E,1,1.5,Early,57,2.4,63.5,Laurel 
101E,1,1.5,Early,59,1.9,66,Laurel 
101E,1,1.5,Early,57,1.9,66,Laurel 
101E,1,1.5,Early,59,2,66,Laurel 
101E,1,1.5,Early,59,2.2,66,Laurel 
101E,1,1.5,Early,55,2.5,68.6,Laurel 
101E,1,1.5,Early,57,2.5,71.1,Laurel 
101E,1,1.5,Early,59,2.6,71.1,Laurel 
101E,1,1.5,Early,57,3.5,71.1,Laurel 
101E,1,1.5,Early,59,2.3,73.7,Laurel 
101E,1,1.5,Early,59,2.3,73.7,Laurel 
101E,1,1.5,Early,57,2.5,73.7,Laurel 
101E,1,1.5,Early,57,2.7,73.7,Laurel 
101E,1,1.5,Early,57,3.1,73.7,Laurel 
101E,1,1.5,Early,57,3.2,73.7,Laurel 
101E,1,1.5,Early,59,2.6,76.2,Laurel 
101E,1,1.5,Early,57,2.8,76.2,Laurel 
101E,1,1.5,Early,59,2.1,78.7,Laurel 
101E,1,1.5,Early,59,2.5,78.7,Laurel 
101E,1,1.5,Early,59,2.7,78.7,Laurel 
101E,1,1.5,Early,55,3.5,78.7,Laurel 
101E,1,1.5,Early,57,3.7,78.7,Laurel 
101E,1,1.5,Early,53,2.8,80,Laurel 
101E,1,1.5,Early,59,3,80,Laurel 
101E,1,1.5,Early,55,3.1,80,Laurel 
101E,1,1.5,Early,55,2.2,81.3,Laurel 
101E,1,1.5,Early,57,3,81.3,Laurel 
101E,1,1.5,Early,59,3.7,81.3,Laurel 
101E,1,1.5,Early,59,4.2,81.3,Laurel 
101E,1,1.5,Early,57,4.3,81.3,Laurel 
101E,1,1.5,Early,57,2.7,83.8,Laurel 
101E,1,1.5,Early,59,2.7,83.8,Laurel 
101E,1,1.5,Early,59,3,83.8,Laurel 
101E,1,1.5,Early,53,3.3,83.8,Laurel 
101E,1,1.5,Early,57,3.3,83.8,Laurel 
101E,1,1.5,Early,57,3.4,83.8,Laurel 
101E,1,1.5,Early,59,2.4,86.4,Laurel 
101E,1,1.5,Early,59,3,86.4,Laurel 
101E,1,1.5,Early,59,3,86.4,Laurel 
101E,1,1.5,Early,57,3,86.4,Laurel 
101E,1,1.5,Early,57,3.1,86.4,Laurel 
101E,1,1.5,Early,57,3.3,86.4,Laurel 
101E,1,1.5,Early,59,4.9,86.4,Laurel 
101E,1,1.5,Early,57,2.3,88.9,Laurel 
101E,1,1.5,Early,57,3,88.9,Laurel 
101E,1,1.5,Early,57,3.1,88.9,Laurel 
101E,1,1.5,Early,53,3.2,88.9,Laurel 
101E,1,1.5,Early,59,4.4,90.2,Laurel 
101E,1,1.5,Early,57,2.5,91.4,Laurel 
101E,1,1.5,Early,57,2.8,91.4,Laurel 
101E,1,1.5,Early,57,3.1,91.4,Laurel 
101E,1,1.5,Early,59,3.5,91.4,Laurel 
101E,1,1.5,Early,59,3.6,91.4,Laurel 
101E,1,1.5,Early,59,3.8,91.4,Laurel 
101E,1,1.5,Early,59,2.8,94,Laurel 
101E,1,1.5,Early,57,3.6,94,Laurel 
101E,1,1.5,Early,57,4,94,Laurel 
101E,1,1.5,Early,59,3.8,96.5,Laurel 
101E,1,1.5,Early,59,4.5,96.5,Laurel 
101E,1,1.5,Early,59,4,97.8,Laurel 
101E,1,1.5,Early,59,3.3,99.1,Laurel 
101E,1,1.5,Early,57,3.4,99.1,Laurel 
101E,1,1.5,Early,59,3.6,99.1,Laurel 
101E,1,1.5,Early,59,2.9,101.6,Laurel 
101E,1,1.5,Early,59,4.6,104.1,Laurel 
101E,1,1.5,Early,60,4.3,106.7,Laurel 
101L,1,1.5,Late,25,na,15.2,Laurel 
101L,1,1.5,Late,61,1.67,66,Laurel 
101L,1,1.5,Late,69,1.81,71.1,Laurel 
101L,1,1.5,Late,61,0.94,76.2,Laurel 
101L,1,1.5,Late,61,1.51,83.8,Laurel 
101L,1,1.5,Late,69,1.09,88.9,Laurel 
101L,1,1.5,Late,69,1.23,88.9,Laurel 
101L,1,1.5,Late,69,1.57,88.9,Laurel 
101L,1,1.5,Late,69,1.62,91.4,Laurel 
101L,1,1.5,Late,69,1.44,94,Laurel 
101L,1,1.5,Late,63,1.57,96.5,Laurel 
101L,1,1.5,Late,69,1.88,101.6,Laurel 
101L,1,1.5,Late,67,1.38,104.1,Laurel 
101L,1,1.5,Late,69,1.38,106.7,Laurel 
101L,1,1.5,Late,67,2.76,106.7,Laurel 
101L,1,1.5,Late,69,2.05,109.2,Laurel 
101L,1,1.5,Late,69,1.68,111.8,Laurel 
101L,1,1.5,Late,69,1.72,111.8,Laurel 
101L,1,1.5,Late,67,1.83,111.8,Laurel 
101L,1,1.5,Late,67,2.06,111.8,Laurel 
101L,1,1.5,Late,69,1.63,114.3,Laurel 
101L,1,1.5,Late,69,1.72,114.3,Laurel 
101L,1,1.5,Late,67,1.88,114.3,Laurel 
101L,1,1.5,Late,69,1.94,114.3,Laurel 
101L,1,1.5,Late,67,2.21,114.3,Laurel 
101L,1,1.5,Late,69,2.35,116.8,Laurel 
101L,1,1.5,Late,67,2.01,119.4,Laurel 
101L,1,1.5,Late,61,2.56,119.4,Laurel 
101L,1,1.5,Late,63,2,121.9,Laurel 
101L,1,1.5,Late,67,2.14,121.9,Laurel 
101L,1,1.5,Late,69,2.28,121.9,Laurel 
101L,1,1.5,Late,69,2.46,121.9,Laurel 
101L,1,1.5,Late,67,2.5,121.9,Laurel 
101L,1,1.5,Late,67,2.77,121.9,Laurel 
101L,1,1.5,Late,67,2.09,124.5,Laurel 
101L,1,1.5,Late,67,2.12,124.5,Laurel 
101L,1,1.5,Late,69,2.84,124.5,Laurel 
101L,1,1.5,Late,30,1.02,127,Laurel 
101L,1,1.5,Late,67,2.43,127,Laurel 
101L,1,1.5,Late,69,2.86,127,Laurel 
101L,1,1.5,Late,67,2.4,129.5,Laurel 
101L,1,1.5,Late,69,2.46,129.5,Laurel 
101L,1,1.5,Late,67,3,129.5,Laurel 
101L,1,1.5,Late,67,2.31,132.1,Laurel 
101L,1,1.5,Late,69,2.41,132.1,Laurel 
101L,1,1.5,Late,69,3.15,132.1,Laurel 
101L,1,1.5,Late,69,2.42,134.6,Laurel 
101L,1,1.5,Late,69,2.78,134.6,Laurel 
101L,1,1.5,Late,67,3.59,134.6,Laurel 
101L,1,1.5,Late,69,2.24,137.2,Laurel 
101L,1,1.5,Late,67,2.83,137.2,Laurel 
101L,1,1.5,Late,67,2.7,139.7,Laurel 
101L,1,1.5,Late,69,3.14,139.7,Laurel 
101L,1,1.5,Late,69,3.26,142.2,Laurel 
101L,1,1.5,Late,69,3.44,142.2,Laurel 
101L,1,1.5,Late,67,4.17,142.2,Laurel 
101L,1,1.5,Late,69,3.09,144.8,Laurel 
101L,1,1.5,Late,69,3.38,147.3,Laurel 
101L,1,1.5,Late,69,3.6,149.9,Laurel 
101L,1,1.5,Late,69,3.11,152.4,Laurel 
101L,1,1.5,Late,69,3.56,152.4,Laurel 
101L,1,1.5,Late,69,3.75,154.9,Laurel 
101L,1,1.5,Late,67,3.25,165.1,Laurel 
102E,1,0,Early,43,1,20.3,Laurel 
102E,1,0,Early,57,1.1,21.6,Laurel 
102E,1,0,Early,49,1.2,22.9,Laurel 
102E,1,0,Early,41,1.3,22.9,Laurel 
102E,1,0,Early,53,0.7,25.4,Laurel 
102E,1,0,Early,55,0.9,25.4,Laurel 
102E,1,0,Early,49,0.9,25.4,Laurel 
102E,1,0,Early,43,1.2,25.4,Laurel 
102E,1,0,Early,53,1.2,25.4,Laurel 
102E,1,0,Early,49,0.8,30.5,Laurel 
102E,1,0,Early,49,1.1,30.5,Laurel 
102E,1,0,Early,49,1.1,30.5,Laurel 
102E,1,0,Early,49,0.9,33,Laurel 
102E,1,0,Early,49,1.7,33,Laurel 
102E,1,0,Early,47,1.7,33,Laurel 
102E,1,0,Early,49,1.7,33,Laurel 
102E,1,0,Early,43,1.2,35.6,Laurel 
102E,1,0,Early,51,1.2,35.6,Laurel 
102E,1,0,Early,49,1.4,35.6,Laurel 
102E,1,0,Early,43,2,35.6,Laurel 
102E,1,0,Early,55,1.4,38.1,Laurel 
102E,1,0,Early,45,1.6,38.1,Laurel 
102E,1,0,Early,55,1.4,39.4,Laurel 
102E,1,0,Early,45,1.5,39.4,Laurel 
102E,1,0,Early,49,2.1,39.4,Laurel 
102E,1,0,Early,55,1.2,40.6,Laurel 
102E,1,0,Early,53,1.4,40.6,Laurel 
102E,1,0,Early,49,1.4,40.6,Laurel 
102E,1,0,Early,53,1.5,40.6,Laurel 
102E,1,0,Early,49,1.6,40.6,Laurel 
102E,1,0,Early,53,1.7,40.6,Laurel 
102E,1,0,Early,49,1.8,40.6,Laurel 
102E,1,0,Early,51,1.9,41.9,Laurel 
102E,1,0,Early,49,1.1,43.2,Laurel 
102E,1,0,Early,57,1.2,43.2,Laurel 
102E,1,0,Early,49,1.4,43.2,Laurel 
102E,1,0,Early,57,1.6,43.2,Laurel 
102E,1,0,Early,55,1.4,44.5,Laurel 
102E,1,0,Early,55,1.8,44.5,Laurel 
102E,1,0,Early,49,2,44.5,Laurel 
102E,1,0,Early,57,1,45.7,Laurel 
102E,1,0,Early,53,1,45.7,Laurel 
102E,1,0,Early,47,1.1,45.7,Laurel 
102E,1,0,Early,49,1.8,45.7,Laurel 
102E,1,0,Early,59,1.9,45.7,Laurel 
102E,1,0,Early,49,1.8,47,Laurel 
102E,1,0,Early,55,1.1,48.3,Laurel 
102E,1,0,Early,53,1.6,48.3,Laurel 
102E,1,0,Early,49,1.6,48.3,Laurel 
102E,1,0,Early,49,1.7,48.3,Laurel 
102E,1,0,Early,53,1.8,48.3,Laurel 
102E,1,0,Early,51,1.9,48.3,Laurel 
102E,1,0,Early,53,2.2,48.3,Laurel 
102E,1,0,Early,49,1.6,49.5,Laurel 
102E,1,0,Early,49,1.8,49.5,Laurel 
102E,1,0,Early,49,1.5,50.8,Laurel 
102E,1,0,Early,55,1.7,50.8,Laurel 
102E,1,0,Early,57,2.3,50.8,Laurel 
102E,1,0,Early,49,2.3,50.8,Laurel 
102E,1,0,Early,55,1.6,52.1,Laurel 
102E,1,0,Early,53,2.3,52.1,Laurel 
102E,1,0,Early,51,1.5,53.3,Laurel 
102E,1,0,Early,55,1.6,53.3,Laurel 
102E,1,0,Early,45,2,53.3,Laurel 
102E,1,0,Early,59,2.1,53.3,Laurel 
102E,1,0,Early,55,2.2,53.3,Laurel 
102E,1,0,Early,55,2.3,53.3,Laurel 
102E,1,0,Early,53,2.4,53.3,Laurel 
102E,1,0,Early,51,2.6,53.3,Laurel 
102E,1,0,Early,57,1.4,55.9,Laurel 
102E,1,0,Early,55,1.7,55.9,Laurel 
102E,1,0,Early,49,1.9,55.9,Laurel 
102E,1,0,Early,53,1.9,55.9,Laurel 
102E,1,0,Early,53,2.3,55.9,Laurel 
102E,1,0,Early,55,1.7,57.2,Laurel 
102E,1,0,Early,53,2.2,57.2,Laurel 
102E,1,0,Early,49,2.4,57.2,Laurel 
102E,1,0,Early,59,1.4,58.4,Laurel 
102E,1,0,Early,55,1.7,58.4,Laurel 
102E,1,0,Early,53,1.9,58.4,Laurel 
102E,1,0,Early,49,2,58.4,Laurel 
102E,1,0,Early,59,2.2,58.4,Laurel 
102E,1,0,Early,55,2.2,58.4,Laurel 
102E,1,0,Early,51,2.4,58.4,Laurel 
102E,1,0,Early,59,2.5,59.2,Laurel 
102E,1,0,Early,57,2.3,59.7,Laurel 
102E,1,0,Early,55,2,61,Laurel 
102E,1,0,Early,53,2.5,61,Laurel 
102E,1,0,Early,49,2.7,61,Laurel 
102E,1,0,Early,55,1.8,62.2,Laurel 
102E,1,0,Early,53,1.9,63.5,Laurel 
102E,1,0,Early,59,1.9,63.5,Laurel 
102E,1,0,Early,55,2.3,63.5,Laurel 
102E,1,0,Early,59,2.7,63.5,Laurel 
102E,1,0,Early,55,2.7,63.5,Laurel 
102E,1,0,Early,59,1.9,68.6,Laurel 
102E,1,0,Early,55,2,68.6,Laurel 
102E,1,0,Early,57,3.1,68.6,Laurel 
102E,1,0,Early,55,2.4,69.9,Laurel 
102E,1,0,Early,57,2.8,71.1,Laurel 
102L,1,0,Late,25,na,17.8,Laurel 
102L,1,0,Late,59,1.63,45.7,Laurel 
102L,1,0,Late,45,2.2,53.3,Laurel 
102L,1,0,Late,61,0.69,66,Laurel 
102L,1,0,Late,59,2.16,66,Laurel 
102L,1,0,Late,63,1.33,68.6,Laurel 
102L,1,0,Late,61,1.82,76.2,Laurel 
102L,1,0,Late,64,0.97,78.7,Laurel 
102L,1,0,Late,64,1.31,83.8,Laurel 
102L,1,0,Late,63,2.2,88.9,Laurel 
102L,1,0,Late,61,1.46,91.4,Laurel 
102L,1,0,Late,67,1.79,91.4,Laurel 
102L,1,0,Late,63,1.98,91.4,Laurel 
102L,1,0,Late,67,1.14,96.5,Laurel 
102L,1,0,Late,69,1.63,96.5,Laurel 
102L,1,0,Late,67,1.68,96.5,Laurel 
102L,1,0,Late,65,2.07,96.5,Laurel 
102L,1,0,Late,69,1.3,101.6,Laurel 
102L,1,0,Late,67,1.54,101.6,Laurel 
102L,1,0,Late,69,1.69,101.6,Laurel 
102L,1,0,Late,65,2.23,104.1,Laurel 
102L,1,0,Late,67,2.27,104.1,Laurel 
102L,1,0,Late,67,1.47,106.7,Laurel 
102L,1,0,Late,69,1.55,106.7,Laurel 
102L,1,0,Late,69,1.86,106.7,Laurel 
102L,1,0,Late,61,2.45,106.7,Laurel 
102L,1,0,Late,67,1.6,109.2,Laurel 
102L,1,0,Late,67,1.85,109.2,Laurel 
102L,1,0,Late,69,2.01,109.2,Laurel 
102L,1,0,Late,69,2.53,109.2,Laurel 
102L,1,0,Late,69,1.69,111.8,Laurel 
102L,1,0,Late,67,1.86,111.8,Laurel 
102L,1,0,Late,69,1.91,111.8,Laurel 
102L,1,0,Late,67,2.1,111.8,Laurel 
102L,1,0,Late,69,2.12,111.8,Laurel 
102L,1,0,Late,67,2.22,111.8,Laurel 
102L,1,0,Late,67,2.1,114.3,Laurel 
102L,1,0,Late,69,2.06,116.8,Laurel 
102L,1,0,Late,67,2.79,116.8,Laurel 
102L,1,0,Late,69,2.88,116.8,Laurel 
102L,1,0,Late,69,3.01,116.8,Laurel 
102L,1,0,Late,69,1.97,119.4,Laurel 
102L,1,0,Late,69,2.03,119.4,Laurel 
102L,1,0,Late,67,2.23,119.4,Laurel 
102L,1,0,Late,67,2.24,119.4,Laurel 
102L,1,0,Late,69,2.79,119.4,Laurel 
102L,1,0,Late,69,2.84,119.4,Laurel 
102L,1,0,Late,69,2.59,121.9,Laurel 
102L,1,0,Late,69,2.72,121.9,Laurel 
102L,1,0,Late,67,2.3,124.5,Laurel 
102L,1,0,Late,67,3.29,124.5,Laurel 
102L,1,0,Late,67,2.39,127,Laurel 
102L,1,0,Late,69,2.4,127,Laurel 
102L,1,0,Late,69,2.46,127,Laurel 
102L,1,0,Late,69,2.52,127,Laurel 
102L,1,0,Late,69,2.85,127,Laurel 
102L,1,0,Late,69,2.65,129.5,Laurel 
102L,1,0,Late,63,2.73,129.5,Laurel 
102L,1,0,Late,69,3.1,129.5,Laurel 
102L,1,0,Late,69,3.14,129.5,Laurel 
102L,1,0,Late,67,1.98,132.1,Laurel 
102L,1,0,Late,67,2.34,132.1,Laurel 
102L,1,0,Late,67,2.36,132.1,Laurel 
102L,1,0,Late,67,2.89,132.1,Laurel 
102L,1,0,Late,69,3.61,132.1,Laurel 
102L,1,0,Late,69,2.39,134.6,Laurel 
102L,1,0,Late,69,2.67,134.6,Laurel 
102L,1,0,Late,69,3.1,134.6,Laurel 
102L,1,0,Late,67,2.64,137.2,Laurel 
102L,1,0,Late,69,2.91,137.2,Laurel 
102L,1,0,Late,67,3.36,137.2,Laurel 
102L,1,0,Late,67,3.58,137.2,Laurel 
102L,1,0,Late,69,2.67,139.7,Laurel 
102L,1,0,Late,69,3.13,139.7,Laurel 
102L,1,0,Late,67,3.13,139.7,Laurel 
102L,1,0,Late,65,3.48,139.7,Laurel 
102L,1,0,Late,69,2.3,142.2,Laurel 
102L,1,0,Late,67,3.21,142.2,Laurel 
102L,1,0,Late,69,3.68,142.2,Laurel 
102L,1,0,Late,67,3.46,144.8,Laurel 
102L,1,0,Late,69,3.73,147.3,Laurel 
103E,1,3,Early,,0.7,27.9,Laurel 
103E,1,3,Early,49,0.7,33,Laurel 
103E,1,3,Early,59,0.6,34.3,Laurel 
103E,1,3,Early,49,0.6,35.6,Laurel 
103E,1,3,Early,49,0.9,35.6,Laurel 
103E,1,3,Early,49,0.5,38.1,Laurel 
103E,1,3,Early,51,1,38.1,Laurel 
103E,1,3,Early,51,1.1,43.2,Laurel 
103E,1,3,Early,53,1.2,45.7,Laurel 
103E,1,3,Early,51,1.3,45.7,Laurel 
103E,1,3,Early,49,2.1,52.1,Laurel 
103E,1,3,Early,53,1.7,53.3,Laurel 
103E,1,3,Early,49,1.8,55.9,Laurel 
103E,1,3,Early,51,1.9,58.4,Laurel 
103E,1,3,Early,51,2.6,58.4,Laurel 
103E,1,3,Early,39,3,58.4,Laurel 
103E,1,3,Early,49,2.5,61,Laurel 
103E,1,3,Early,49,2.3,63.5,Laurel 
103E,1,3,Early,55,2.4,63.5,Laurel 
103E,1,3,Early,49,3.1,66,Laurel 
103E,1,3,Early,55,2.2,68.6,Laurel 
103E,1,3,Early,59,1.9,69.9,Laurel 
103E,1,3,Early,59,2.2,69.9,Laurel 
103E,1,3,Early,55,2.6,71.1,Laurel 
103E,1,3,Early,55,2.3,73.7,Laurel 
103E,1,3,Early,55,2.7,73.7,Laurel 
103E,1,3,Early,47,2.8,73.7,Laurel 
103E,1,3,Early,49,3.1,73.7,Laurel 
103E,1,3,Early,57,3.9,73.7,Laurel 
103E,1,3,Early,57,2.1,74.9,Laurel 
103E,1,3,Early,55,3.7,77.5,Laurel 
103E,1,3,Early,59,2.5,78.7,Laurel 
103E,1,3,Early,57,2.6,78.7,Laurel 
103E,1,3,Early,55,2.7,78.7,Laurel 
103E,1,3,Early,57,3.2,78.7,Laurel 
103E,1,3,Early,53,2.8,80,Laurel 
103E,1,3,Early,55,4.6,80,Laurel 
103E,1,3,Early,55,2.3,81.3,Laurel 
103E,1,3,Early,59,2.8,81.3,Laurel 
103E,1,3,Early,53,3.4,81.3,Laurel 
103E,1,3,Early,57,3.6,81.3,Laurel 
103E,1,3,Early,57,3,83.8,Laurel 
103E,1,3,Early,55,3.1,83.8,Laurel 
103E,1,3,Early,57,3.2,83.8,Laurel 
103E,1,3,Early,55,3.1,85.1,Laurel 
103E,1,3,Early,57,2.9,86.4,Laurel 
103E,1,3,Early,57,3.3,86.4,Laurel 
103E,1,3,Early,55,3.5,86.4,Laurel 
103E,1,3,Early,55,3.8,86.4,Laurel 
103E,1,3,Early,55,4.3,86.4,Laurel 
103E,1,3,Early,55,2.9,87.6,Laurel 
103E,1,3,Early,57,2.8,88.9,Laurel 
103E,1,3,Early,43,3.1,88.9,Laurel 
103E,1,3,Early,59,3.3,88.9,Laurel 
103E,1,3,Early,59,3.5,88.9,Laurel 
103E,1,3,Early,59,3.5,88.9,Laurel 
103E,1,3,Early,59,3.1,90.2,Laurel 
103E,1,3,Early,55,2.7,91.4,Laurel 
103E,1,3,Early,57,3.2,91.4,Laurel 
103E,1,3,Early,59,3.2,91.4,Laurel 
103E,1,3,Early,53,3.5,91.4,Laurel 
103E,1,3,Early,45,4.2,91.4,Laurel 
103E,1,3,Early,57,4,92.7,Laurel 
103E,1,3,Early,55,2.8,94,Laurel 
103E,1,3,Early,57,3,94,Laurel 
103E,1,3,Early,57,3.2,94,Laurel 
103E,1,3,Early,59,4,94,Laurel 
103E,1,3,Early,57,4.2,95.3,Laurel 
103E,1,3,Early,51,0.8,96.5,Laurel 
103E,1,3,Early,55,2.6,96.5,Laurel 
103E,1,3,Early,57,3.5,96.5,Laurel 
103E,1,3,Early,57,3.7,97.8,Laurel 
103E,1,3,Early,55,3.7,99.1,Laurel 
103E,1,3,Early,59,2.9,101.6,Laurel 
103E,1,3,Early,59,3.8,102.9,Laurel 
103L,1,3,Late,49,0.2,25.4,Laurel 
103L,1,3,Late,59,0.43,53.3,Laurel 
103L,1,3,Late,69,0.62,63.5,Laurel 
103L,1,3,Late,69,0.43,73.7,Laurel 
103L,1,3,Late,69,0.72,86.4,Laurel 
103L,1,3,Late,61,0.95,86.4,Laurel 
103L,1,3,Late,65,1.09,86.4,Laurel 
103L,1,3,Late,61,1.02,88.9,Laurel 
103L,1,3,Late,69,1.83,99.1,Laurel 
103L,1,3,Late,69,0.81,106.7,Laurel 
103L,1,3,Late,69,1.59,106.7,Laurel 
103L,1,3,Late,69,1.37,109.2,Laurel 
103L,1,3,Late,69,1.55,109.2,Laurel 
103L,1,3,Late,65,2.1,111.8,Laurel 
103L,1,3,Late,69,1.62,114.3,Laurel 
103L,1,3,Late,69,1.07,116.8,Laurel 
103L,1,3,Late,69,1.75,116.8,Laurel 
103L,1,3,Late,69,1.13,119.4,Laurel 
103L,1,3,Late,69,1.68,119.4,Laurel 
103L,1,3,Late,69,1.69,119.4,Laurel 
103L,1,3,Late,69,1.84,119.4,Laurel 
103L,1,3,Late,69,1.4,121.9,Laurel 
103L,1,3,Late,69,1.19,124.5,Laurel 
103L,1,3,Late,69,1.52,124.5,Laurel 
103L,1,3,Late,69,1.72,124.5,Laurel 
103L,1,3,Late,69,1.73,124.5,Laurel 
103L,1,3,Late,61,2.14,124.5,Laurel 
103L,1,3,Late,65,1.16,127,Laurel 
103L,1,3,Late,67,1.69,127,Laurel 
103L,1,3,Late,69,1.46,129.5,Laurel 
103L,1,3,Late,67,1.93,129.5,Laurel 
103L,1,3,Late,69,1.96,129.5,Laurel 
103L,1,3,Late,69,2,129.5,Laurel 
103L,1,3,Late,69,2.21,129.5,Laurel 
103L,1,3,Late,69,2.29,129.5,Laurel 
103L,1,3,Late,69,2.39,129.5,Laurel 
103L,1,3,Late,69,2.81,129.5,Laurel 
103L,1,3,Late,67,1.95,132.1,Laurel 
103L,1,3,Late,69,2.01,132.1,Laurel 
103L,1,3,Late,67,2.18,132.1,Laurel 
103L,1,3,Late,67,2.24,132.1,Laurel 
103L,1,3,Late,69,2.35,132.1,Laurel 
103L,1,3,Late,69,2.6,132.1,Laurel 
103L,1,3,Late,69,1.89,134.6,Laurel 
103L,1,3,Late,69,2.35,134.6,Laurel 
103L,1,3,Late,69,2.49,134.6,Laurel 
103L,1,3,Late,69,2.8,134.6,Laurel 
103L,1,3,Late,69,2.87,134.6,Laurel 
103L,1,3,Late,69,1.89,137.2,Laurel 
103L,1,3,Late,69,2.22,137.2,Laurel 
103L,1,3,Late,69,2.33,137.2,Laurel 
103L,1,3,Late,69,1.57,139.7,Laurel 
103L,1,3,Late,69,2.21,139.7,Laurel 
103L,1,3,Late,69,2.29,139.7,Laurel 
103L,1,3,Late,69,2.36,139.7,Laurel 
103L,1,3,Late,69,2.39,139.7,Laurel 
103L,1,3,Late,69,2.53,139.7,Laurel 
103L,1,3,Late,69,2.67,139.7,Laurel 
103L,1,3,Late,69,2.23,142.2,Laurel 
103L,1,3,Late,69,2.31,142.2,Laurel 
103L,1,3,Late,69,2.41,142.2,Laurel 
103L,1,3,Late,69,2.51,142.2,Laurel 
103L,1,3,Late,69,2.33,144.8,Laurel 
103L,1,3,Late,69,2.34,144.8,Laurel 
103L,1,3,Late,69,2.64,144.8,Laurel 
103L,1,3,Late,67,3.21,144.8,Laurel 
103L,1,3,Late,69,2.18,147.3,Laurel 
103L,1,3,Late,67,2.19,147.3,Laurel 
103L,1,3,Late,69,2.41,147.3,Laurel 
103L,1,3,Late,69,2.52,147.3,Laurel 
103L,1,3,Late,69,2.55,147.3,Laurel 
103L,1,3,Late,69,2.65,147.3,Laurel 
103L,1,3,Late,67,2.79,147.3,Laurel 
103L,1,3,Late,69,2.79,147.3,Laurel 
103L,1,3,Late,69,3.04,147.3,Laurel 
103L,1,3,Late,69,2.17,149.9,Laurel 
103L,1,3,Late,67,2.54,149.9,Laurel 
103L,1,3,Late,69,2.54,149.9,Laurel 
103L,1,3,Late,69,2.89,149.9,Laurel 
103L,1,3,Late,69,3.11,149.9,Laurel 
103L,1,3,Late,67,3.33,149.9,Laurel 
103L,1,3,Late,67,2.54,152.4,Laurel 
103L,1,3,Late,69,2.9,152.4,Laurel 
103L,1,3,Late,69,2.93,152.4,Laurel 
103L,1,3,Late,69,2.89,154.9,Laurel 
103L,1,3,Late,69,3.15,154.9,Laurel 
103L,1,3,Late,69,3.22,154.9,Laurel 
103L,1,3,Late,69,2.82,157.5,Laurel 
103L,1,3,Late,69,3.21,157.5,Laurel 
103L,1,3,Late,69,3.06,160,Laurel 
103L,1,3,Late,69,3.24,160,Laurel 
103L,1,3,Late,69,3.3,160,Laurel 
103L,1,3,Late,69,3.13,162.6,Laurel 
103L,1,3,Late,69,3.24,162.6,Laurel 
103L,1,3,Late,69,3.07,165.1,Laurel 
103L,1,3,Late,69,3.6,172.7,Laurel 
103L,1,3,Late,69,4.28,172.7,Laurel 
201E,2,0,Early,39,na,12.7,Laurel 
201E,2,0,Early,39,na,12.7,Laurel 
201E,2,0,Early,41,na,15.2,Laurel 
201E,2,0,Early,43,na,15.2,Laurel 
201E,2,0,Early,na,0.3,16.5,Laurel 
201E,2,0,Early,53,1.8,17.8,Laurel 
201E,2,0,Early,na,na,17.8,Laurel 
201E,2,0,Early,45,na,17.8,Laurel 
201E,2,0,Early,43,1.1,20.3,Laurel 
201E,2,0,Early,47,1.2,20.3,Laurel 
201E,2,0,Early,na,na,20.3,Laurel 
201E,2,0,Early,43,1.2,22.9,Laurel 
201E,2,0,Early,41,1.3,22.9,Laurel 
201E,2,0,Early,53,1.3,22.9,Laurel 
201E,2,0,Early,45,1.7,22.9,Laurel 
201E,2,0,Early,45,1.4,24.1,Laurel 
201E,2,0,Early,43,1.7,24.1,Laurel 
201E,2,0,Early,45,1.3,25.4,Laurel 
201E,2,0,Early,43,1.4,25.4,Laurel 
201E,2,0,Early,49,1.7,25.4,Laurel 
201E,2,0,Early,45,2.1,25.4,Laurel 
201E,2,0,Early,41,3,25.4,Laurel 
201E,2,0,Early,47,1.4,27.9,Laurel 
201E,2,0,Early,49,1.5,27.9,Laurel 
201E,2,0,Early,43,1.7,27.9,Laurel 
201E,2,0,Early,49,1.7,27.9,Laurel 
201E,2,0,Early,39,2.1,27.9,Laurel 
201E,2,0,Early,59,1.5,30.5,Laurel 
201E,2,0,Early,43,1.7,30.5,Laurel 
201E,2,0,Early,47,1.8,30.5,Laurel 
201E,2,0,Early,47,1.9,30.5,Laurel 
201E,2,0,Early,45,2.1,30.5,Laurel 
201E,2,0,Early,43,2.1,30.5,Laurel 
201E,2,0,Early,39,2.4,30.5,Laurel 
201E,2,0,Early,49,1,33,Laurel 
